index,Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
42731,63531,7/18/2017 9:23,First Class,2,1,Late delivery,1
42737,12590,7/5/2015 18:29,First Class,2,1,Late delivery,1
42740,67272,9/11/2017 0:01,First Class,2,1,Late delivery,1
42744,19811,10/19/2015 4:19,First Class,2,1,Late delivery,1
42752,19573,10/15/2015 16:56,First Class,2,1,Late delivery,1
42755,14419,8/1/2015 11:16,First Class,2,1,Late delivery,1
42763,65909,8/22/2017 2:30,First Class,2,1,Late delivery,1
42765,50957,1/15/2017 20:09,First Class,2,1,Late delivery,1
42767,13660,7/21/2015 9:21,First Class,2,1,Late delivery,1
42769,44875,10/19/2016 1:21,First Class,2,1,Late delivery,1
42770,43841,10/3/2016 23:06,First Class,2,1,Late delivery,1
42773,66358,8/28/2017 15:48,First Class,2,1,Late delivery,1
42774,15389,8/15/2015 15:06,First Class,2,1,Late delivery,1
42785,13866,7/24/2015 9:31,First Class,2,1,Late delivery,1
42786,13748,7/22/2015 16:11,First Class,2,1,Late delivery,1
42793,17918,9/21/2015 13:07,First Class,2,1,Late delivery,1
42794,44158,10/8/2016 14:09,First Class,2,1,Late delivery,1
42795,14366,7/31/2015 16:41,First Class,2,1,Late delivery,1
42797,12180,6/29/2015 18:50,First Class,2,1,Late delivery,1
42800,13947,7/25/2015 13:54,First Class,2,1,Late delivery,1
42806,65087,8/10/2017 2:31,First Class,2,1,Late delivery,1
42807,10410,6/3/2015 22:44,First Class,2,1,Late delivery,1
42809,62364,7/1/2017 8:32,First Class,2,1,Late delivery,1
42810,10437,6/4/2015 8:11,First Class,2,1,Late delivery,1
42812,66903,9/5/2017 14:45,First Class,2,1,Late delivery,1
42816,15564,8/18/2015 4:24,First Class,2,1,Late delivery,1
42817,14615,8/4/2015 7:56,First Class,2,1,Late delivery,1
42818,19173,10/9/2015 20:48,First Class,2,1,Late delivery,1
42821,1330,1/22/2015 9:36,First Class,2,1,Late delivery,1
42822,53217,2/17/2017 19:56,First Class,2,1,Late delivery,1
42832,3632,2/25/2015 0:06,First Class,2,1,Late delivery,1
42834,958,1/16/2015 23:16,First Class,2,1,Late delivery,1
42835,56491,4/6/2017 14:57,First Class,2,1,Late delivery,1
42840,6945,4/14/2015 8:47,First Class,2,1,Late delivery,1
42847,56761,4/10/2017 13:33,First Class,2,1,Late delivery,1
42849,54971,3/15/2017 10:26,First Class,2,1,Late delivery,1
42850,52809,2/11/2017 20:59,First Class,2,1,Late delivery,1
42851,995,1/17/2015 12:14,First Class,2,1,Late delivery,1
42852,51401,1/22/2017 7:42,First Class,2,1,Late delivery,1
42868,8668,5/9/2015 12:26,First Class,2,1,Late delivery,1
42873,57958,4/28/2017 0:55,First Class,2,1,Late delivery,1
42874,5747,3/27/2015 21:04,First Class,2,1,Late delivery,1
42876,55977,3/30/2017 2:53,First Class,2,1,Late delivery,1
42877,2792,2/12/2015 17:48,First Class,2,1,Late delivery,1
42879,51795,1/28/2017 1:44,First Class,2,1,Late delivery,1
42881,53636,2/23/2017 22:43,First Class,2,1,Late delivery,1
42891,59587,5/21/2017 19:37,First Class,2,1,Late delivery,1
42898,7591,4/23/2015 19:06,First Class,2,1,Late delivery,1
42899,5144,3/19/2015 1:49,First Class,2,1,Late delivery,1
42903,7308,4/19/2015 15:58,First Class,2,1,Late delivery,1
42907,5505,3/24/2015 8:17,First Class,2,1,Late delivery,1
42908,57293,4/18/2017 7:56,First Class,2,1,Late delivery,1
42916,3474,2/22/2015 16:44,First Class,2,1,Late delivery,1
42919,7519,4/22/2015 17:53,First Class,2,1,Late delivery,1
42923,24877,1/1/2016 3:10,First Class,2,1,Late delivery,1
42925,29119,3/3/2016 1:19,First Class,2,1,Late delivery,1
42926,29682,3/11/2016 6:34,First Class,2,1,Late delivery,1
42928,41382,8/29/2016 1:36,First Class,2,1,Late delivery,1
42929,27937,2/14/2016 19:13,First Class,2,1,Late delivery,1
42931,29238,3/4/2016 19:01,First Class,2,1,Late delivery,1
42932,31153,4/1/2016 17:55,First Class,2,1,Late delivery,1
42934,29458,3/8/2016 0:05,First Class,2,1,Late delivery,1
42935,22270,11/24/2015 1:49,First Class,2,1,Late delivery,1
42937,50947,1/15/2017 16:39,First Class,2,1,Late delivery,1
42938,29361,3/6/2016 14:06,First Class,2,1,Late delivery,1
42941,31042,3/31/2016 3:02,First Class,2,1,Late delivery,1
42945,42910,9/20/2016 8:56,First Class,2,1,Late delivery,1
42951,24031,12/19/2015 18:46,First Class,2,1,Late delivery,1
42956,23488,12/11/2015 20:32,First Class,2,1,Late delivery,1
42959,47749,11/30/2016 0:15,First Class,2,1,Late delivery,1
42964,27101,2/2/2016 14:20,First Class,2,1,Late delivery,1
42967,22477,11/27/2015 2:20,First Class,2,1,Late delivery,1
42969,31881,4/12/2016 8:59,First Class,2,1,Late delivery,1
42971,39714,8/4/2016 17:13,First Class,2,1,Late delivery,1
42972,37155,6/28/2016 8:42,First Class,2,1,Late delivery,1
42973,40509,8/16/2016 7:45,First Class,2,1,Late delivery,1
42974,38073,7/11/2016 18:19,First Class,2,1,Late delivery,1
42977,40896,8/21/2016 23:20,First Class,2,1,Late delivery,1
42978,37812,7/7/2016 22:52,First Class,2,1,Late delivery,1
42981,41385,8/29/2016 2:39,First Class,2,1,Late delivery,1
42986,37698,7/6/2016 6:56,First Class,2,1,Late delivery,1
42990,39933,8/7/2016 21:57,First Class,2,1,Late delivery,1
42992,32662,4/23/2016 18:36,First Class,2,1,Late delivery,1
42997,33413,5/4/2016 17:42,First Class,2,1,Late delivery,1
43001,34757,5/24/2016 8:34,First Class,2,1,Late delivery,1
43006,31804,4/11/2016 6:00,First Class,2,1,Late delivery,1
43008,36767,6/22/2016 16:46,First Class,2,1,Late delivery,1
43009,35947,6/10/2016 17:29,First Class,2,1,Late delivery,1
43013,45804,11/1/2016 14:49,First Class,2,1,Late delivery,1
43018,46369,11/9/2016 20:46,First Class,2,1,Late delivery,1
43026,47523,11/26/2016 17:04,First Class,2,1,Late delivery,1
43027,43097,9/23/2016 2:26,First Class,2,1,Late delivery,1
43032,44681,10/16/2016 5:23,First Class,2,1,Late delivery,1
43036,43427,9/27/2016 22:03,First Class,2,1,Late delivery,1
43042,16672,9/3/2015 8:35,First Class,2,1,Late delivery,1
43043,64191,7/28/2017 0:36,First Class,2,1,Late delivery,1
43049,19491,10/14/2015 12:12,First Class,2,1,Late delivery,1
43051,18084,9/23/2015 23:16,First Class,2,1,Late delivery,1
43056,62992,7/10/2017 12:33,First Class,2,1,Late delivery,1
43057,65451,8/15/2017 10:03,First Class,2,1,Late delivery,1
43060,64385,7/30/2017 20:34,First Class,2,1,Late delivery,1
43071,63530,7/18/2017 9:02,First Class,2,1,Late delivery,1
43074,68267,9/25/2017 12:37,First Class,2,1,Late delivery,1
43075,11955,6/26/2015 12:01,First Class,2,1,Late delivery,1
43080,65098,8/10/2017 6:22,First Class,2,1,Late delivery,1
43081,47165,11/21/2016 11:39,First Class,2,1,Late delivery,1
43084,10378,6/3/2015 11:31,First Class,2,1,Late delivery,1
43085,62393,7/1/2017 18:41,First Class,2,1,Late delivery,1
43086,15138,8/11/2015 23:09,First Class,2,1,Late delivery,1
43104,18753,10/3/2015 17:39,First Class,2,1,Late delivery,1
43108,20164,10/24/2015 7:59,First Class,2,1,Late delivery,1
43120,65556,8/16/2017 22:50,First Class,2,1,Late delivery,1
43123,56909,4/12/2017 17:24,First Class,2,1,Late delivery,1
43124,9479,5/21/2015 8:33,First Class,2,1,Late delivery,1
43133,7085,4/16/2015 9:50,First Class,2,1,Late delivery,1
43139,54037,3/1/2017 19:13,First Class,2,1,Late delivery,1
43144,52935,2/13/2017 17:08,First Class,2,1,Late delivery,1
43154,557,1/11/2015 2:47,First Class,2,1,Late delivery,1
43156,60718,6/7/2017 7:52,First Class,2,1,Late delivery,1
43158,54218,3/4/2017 10:37,First Class,2,1,Late delivery,1
43159,56364,4/4/2017 18:28,First Class,2,1,Late delivery,1
43162,9683,5/24/2015 8:02,First Class,2,1,Late delivery,1
43163,7654,4/24/2015 17:11,First Class,2,1,Late delivery,1
43164,59453,5/19/2017 20:41,First Class,2,1,Late delivery,1
43165,59410,5/19/2017 5:37,First Class,2,1,Late delivery,1
43175,54391,3/6/2017 23:14,First Class,2,1,Late delivery,1
43177,56952,4/13/2017 8:28,First Class,2,1,Late delivery,1
43189,58055,4/29/2017 10:54,First Class,2,1,Late delivery,1
43197,51445,1/22/2017 23:07,First Class,2,1,Late delivery,1
43200,52289,2/4/2017 6:48,First Class,2,1,Late delivery,1
43203,1233,1/20/2015 23:37,First Class,2,1,Late delivery,1
43207,22132,11/22/2015 1:28,First Class,2,1,Late delivery,1
43220,28706,2/26/2016 0:38,First Class,2,1,Late delivery,1
43223,49446,12/24/2016 18:47,First Class,2,1,Late delivery,1
43225,28410,2/21/2016 16:56,First Class,2,1,Late delivery,1
43228,22728,11/30/2015 18:16,First Class,2,1,Late delivery,1
43229,23490,12/11/2015 21:14,First Class,2,1,Late delivery,1
43241,28074,2/16/2016 19:13,First Class,2,1,Late delivery,1
43247,49246,12/21/2016 20:43,First Class,2,1,Late delivery,1
43249,25732,1/13/2016 14:42,First Class,2,1,Late delivery,1
43253,50956,1/15/2017 19:48,First Class,2,1,Late delivery,1
43258,43540,9/29/2016 13:39,First Class,2,1,Late delivery,1
43261,40360,8/14/2016 3:33,First Class,2,1,Late delivery,1
43262,33180,5/1/2016 8:04,First Class,2,1,Late delivery,1
43269,35573,6/5/2016 6:27,First Class,2,1,Late delivery,1
43270,37247,6/29/2016 16:55,First Class,2,1,Late delivery,1
43271,32624,4/23/2016 5:17,First Class,2,1,Late delivery,1
43275,36426,6/17/2016 17:18,First Class,2,1,Late delivery,1
43276,35928,6/10/2016 10:49,First Class,2,1,Late delivery,1
43277,31942,4/13/2016 6:21,First Class,2,1,Late delivery,1
43287,38194,7/13/2016 12:42,First Class,2,1,Late delivery,1
43297,36003,6/11/2016 13:06,First Class,2,1,Late delivery,1
43301,34919,5/26/2016 17:19,First Class,2,1,Late delivery,1
43307,50797,1/13/2017 12:06,First Class,2,1,Late delivery,1
43308,42937,9/20/2016 18:23,First Class,2,1,Late delivery,1
43309,48745,12/14/2016 13:11,First Class,2,1,Late delivery,1
43322,43084,9/22/2016 21:53,First Class,2,1,Late delivery,1
43331,47928,12/2/2016 14:57,First Class,2,1,Late delivery,1
43333,47285,11/23/2016 5:41,First Class,2,1,Late delivery,1
43342,12135,6/29/2015 3:04,First Class,2,1,Late delivery,1
43358,65091,8/10/2017 3:55,First Class,2,1,Late delivery,1
43362,16000,8/24/2015 13:09,First Class,2,1,Late delivery,1
43367,66684,9/2/2017 10:01,First Class,2,1,Late delivery,1
43370,66832,9/4/2017 13:52,First Class,2,1,Late delivery,1
43371,13496,7/18/2015 23:53,First Class,2,1,Late delivery,1
43372,50526,1/9/2017 13:09,First Class,2,1,Late delivery,1
43377,47281,11/23/2016 4:17,First Class,2,1,Late delivery,1
43391,41654,9/2/2016 0:54,First Class,2,1,Late delivery,1
43395,48397,12/9/2016 11:16,First Class,2,1,Late delivery,1
43396,42618,9/16/2016 2:38,First Class,2,1,Late delivery,1
43413,56615,4/8/2017 10:24,First Class,2,1,Late delivery,1
43418,51797,1/28/2017 2:26,First Class,2,1,Late delivery,1
43419,7593,4/23/2015 19:48,First Class,2,1,Late delivery,1
43420,1674,1/27/2015 10:07,First Class,2,1,Late delivery,1
43423,57105,4/15/2017 14:04,First Class,2,1,Late delivery,1
43425,9732,5/25/2015 1:12,First Class,2,1,Late delivery,1
43427,8789,5/11/2015 6:49,First Class,2,1,Late delivery,1
43428,60846,6/9/2017 4:42,First Class,2,1,Late delivery,1
43432,54363,3/6/2017 13:25,First Class,2,1,Late delivery,1
43435,759,1/14/2015 1:33,First Class,2,1,Late delivery,1
43436,53843,2/26/2017 23:15,First Class,2,1,Late delivery,1
43438,7723,4/25/2015 17:21,First Class,2,1,Late delivery,1
43461,57877,4/26/2017 20:32,First Class,2,1,Late delivery,1
43468,54182,3/3/2017 22:01,First Class,2,1,Late delivery,1
43470,9798,5/26/2015 0:19,First Class,2,1,Late delivery,1
43472,59626,5/22/2017 9:17,First Class,2,1,Late delivery,1
43478,10084,5/30/2015 4:31,First Class,2,1,Late delivery,1
43480,29642,3/10/2016 16:33,First Class,2,1,Late delivery,1
43484,47964,12/3/2016 3:34,First Class,2,1,Late delivery,1
43486,21250,11/9/2015 4:28,First Class,2,1,Late delivery,1
43490,50050,1/2/2017 14:23,First Class,2,1,Late delivery,1
43499,21189,11/8/2015 7:06,First Class,2,1,Late delivery,1
43506,25344,1/7/2016 22:46,First Class,2,1,Late delivery,1
43510,27739,2/11/2016 21:51,First Class,2,1,Late delivery,1
43515,21561,11/13/2015 17:25,First Class,2,1,Late delivery,1
43520,21322,11/10/2015 5:41,First Class,2,1,Late delivery,1
43529,39252,7/28/2016 23:22,First Class,2,1,Late delivery,1
43535,34843,5/25/2016 14:42,First Class,2,1,Late delivery,1
43537,39755,8/5/2016 7:35,First Class,2,1,Late delivery,1
43543,38523,7/18/2016 7:58,First Class,2,1,Late delivery,1
43548,37426,7/2/2016 7:38,First Class,2,1,Late delivery,1
43563,32164,4/16/2016 12:07,First Class,2,1,Late delivery,1
43564,33911,5/12/2016 0:11,First Class,2,1,Late delivery,1
43566,38210,7/13/2016 18:18,First Class,2,1,Late delivery,1
43570,47691,11/29/2016 3:55,First Class,2,1,Late delivery,1
43574,50536,1/9/2017 16:39,First Class,2,1,Late delivery,1
43579,49631,12/27/2016 11:35,First Class,2,1,Late delivery,1
43590,49100,12/19/2016 17:34,First Class,2,1,Late delivery,1
43591,41354,8/28/2016 15:47,First Class,2,1,Late delivery,1
43594,42973,9/21/2016 7:00,First Class,2,1,Late delivery,1
43598,14439,8/1/2015 18:16,First Class,2,1,Late delivery,1
43600,66598,9/1/2017 3:53,First Class,2,1,Late delivery,1
43602,14128,7/28/2015 5:19,First Class,2,1,Late delivery,1
43614,12587,7/5/2015 17:26,First Class,2,1,Late delivery,1
43623,16841,9/5/2015 19:48,First Class,2,1,Late delivery,1
43624,65324,8/13/2017 13:33,First Class,2,1,Late delivery,1
43625,18186,9/25/2015 11:00,First Class,2,1,Late delivery,1
43637,65262,8/12/2017 15:50,First Class,2,1,Late delivery,1
43645,63892,7/23/2017 15:51,First Class,2,1,Late delivery,1
43647,62960,7/10/2017 1:20,First Class,2,1,Late delivery,1
43653,16640,9/2/2015 21:22,First Class,2,1,Late delivery,1
43663,68404,9/27/2017 12:37,First Class,2,1,Late delivery,1
43679,66193,8/26/2017 6:00,First Class,2,1,Late delivery,1
43683,64899,8/7/2017 8:39,First Class,2,1,Late delivery,1
43687,64940,8/7/2017 23:01,First Class,2,1,Late delivery,1
43692,59732,5/23/2017 22:25,First Class,2,1,Late delivery,1
43695,58002,4/28/2017 16:20,First Class,2,1,Late delivery,1
43697,7721,4/25/2015 16:39,First Class,2,1,Late delivery,1
43707,9836,5/26/2015 13:38,First Class,2,1,Late delivery,1
43709,60281,5/31/2017 22:46,First Class,2,1,Late delivery,1
43715,51964,1/30/2017 12:57,First Class,2,1,Late delivery,1
43716,8211,5/2/2015 20:19,First Class,2,1,Late delivery,1
43719,5653,3/26/2015 12:08,First Class,2,1,Late delivery,1
43724,2343,2/6/2015 4:30,First Class,2,1,Late delivery,1
43725,53216,2/17/2017 19:35,First Class,2,1,Late delivery,1
43727,7318,4/19/2015 19:28,First Class,2,1,Late delivery,1
43728,4638,3/11/2015 16:32,First Class,2,1,Late delivery,1
43736,59139,5/15/2017 6:40,First Class,2,1,Late delivery,1
43768,59665,5/22/2017 22:57,First Class,2,1,Late delivery,1
43775,56522,4/7/2017 1:49,First Class,2,1,Late delivery,1
43778,4976,3/16/2015 14:57,First Class,2,1,Late delivery,1
43783,9603,5/23/2015 4:00,First Class,2,1,Late delivery,1
43805,27977,2/15/2016 9:14,First Class,2,1,Late delivery,1
43809,22455,11/26/2015 18:38,First Class,2,1,Late delivery,1
43817,28099,2/17/2016 3:58,First Class,2,1,Late delivery,1
43826,24381,12/24/2015 21:24,First Class,2,1,Late delivery,1
43828,27644,2/10/2016 12:34,First Class,2,1,Late delivery,1
43829,44362,10/11/2016 13:38,First Class,2,1,Late delivery,1
43841,20619,10/30/2015 23:24,First Class,2,1,Late delivery,1
43851,34926,5/26/2016 19:46,First Class,2,1,Late delivery,1
43855,32264,4/17/2016 23:09,First Class,2,1,Late delivery,1
43859,41259,8/27/2016 6:30,First Class,2,1,Late delivery,1
43861,31659,4/9/2016 3:12,First Class,2,1,Late delivery,1
43866,33787,5/10/2016 4:44,First Class,2,1,Late delivery,1
43867,32772,4/25/2016 9:08,First Class,2,1,Late delivery,1
43875,34826,5/25/2016 8:44,First Class,2,1,Late delivery,1
43876,32634,4/23/2016 8:47,First Class,2,1,Late delivery,1
43889,33157,5/1/2016 0:01,First Class,2,1,Late delivery,1
43892,38928,7/24/2016 5:51,First Class,2,1,Late delivery,1
43895,39382,7/30/2016 20:55,First Class,2,1,Late delivery,1
43897,34374,5/18/2016 18:23,First Class,2,1,Late delivery,1
43898,34958,5/27/2016 6:59,First Class,2,1,Late delivery,1
43906,39780,8/5/2016 16:21,First Class,2,1,Late delivery,1
43909,44506,10/12/2016 4:05,Same Day,1,0,Late delivery,1
43910,50162,1/2/2017 17:37,Same Day,0,0,Shipping on time,0
43911,42109,9/7/2016 4:18,Same Day,1,0,Late delivery,1
43912,47579,11/26/2016 0:41,Same Day,1,0,Late delivery,1
43913,48357,12/7/2016 9:15,Same Day,1,0,Late delivery,1
43914,49273,12/20/2016 18:10,Same Day,0,0,Shipping on time,0
43918,43728,9/30/2016 19:30,Same Day,0,0,Shipping on time,0
43920,42848,9/17/2016 23:12,Same Day,0,0,Shipping on time,0
43922,43982,10/4/2016 12:30,Same Day,0,0,Shipping on time,0
43924,47224,11/20/2016 20:19,Same Day,0,0,Shipping on time,0
43925,42433,9/11/2016 21:49,Same Day,0,0,Shipping on time,0
43926,48359,12/7/2016 9:57,Same Day,1,0,Late delivery,1
43927,44297,10/9/2016 2:51,Same Day,1,0,Late delivery,1
43928,51073,1/16/2017 0:47,Same Day,1,0,Late delivery,1
43931,49177,12/19/2016 8:32,Same Day,1,0,Late delivery,1
43933,48002,12/2/2016 4:53,Same Day,1,0,Late delivery,1
43935,41528,8/29/2016 16:45,Same Day,0,0,Shipping on time,0
43936,48771,12/13/2016 10:18,Same Day,1,0,Late delivery,1
43937,47552,11/25/2016 15:14,Same Day,0,0,Shipping on time,0
43938,50393,1/6/2017 2:33,Same Day,1,0,Late delivery,1
43940,42232,9/8/2016 23:24,Same Day,0,0,Shipping on time,0
43943,71022,11/3/2017 5:49,Same Day,1,0,Late delivery,1
43944,70558,10/27/2017 11:15,Same Day,1,0,Late delivery,1
43945,69701,10/14/2017 23:00,Same Day,0,0,Shipping on time,0
43946,69917,10/18/2017 2:41,Same Day,1,0,Late delivery,1
43947,70772,10/30/2017 14:14,Same Day,0,0,Shipping on time,0
43948,70922,11/1/2017 18:47,Same Day,0,0,Shipping on time,0
43949,71010,11/3/2017 1:36,Same Day,1,0,Late delivery,1
43950,69888,10/17/2017 16:31,Same Day,0,0,Shipping on time,0
43951,70880,11/1/2017 4:04,Same Day,1,0,Late delivery,1
43952,62396,6/30/2017 7:44,Same Day,1,0,Late delivery,1
43953,64715,8/3/2017 4:11,Same Day,1,0,Late delivery,1
43954,18530,9/28/2015 23:32,Same Day,0,0,Shipping on time,0
43955,65519,8/14/2017 21:52,Same Day,0,0,Shipping on time,0
43956,64006,7/23/2017 19:48,Same Day,0,0,Shipping on time,0
43957,19374,10/11/2015 7:13,Same Day,1,0,Late delivery,1
43958,16035,8/23/2015 13:25,Same Day,0,0,Shipping on time,0
43959,18373,9/26/2015 16:31,Same Day,0,0,Shipping on time,0
43960,62398,6/30/2017 8:26,Same Day,1,0,Late delivery,1
43961,11062,6/11/2015 23:09,Same Day,0,0,Shipping on time,0
43962,12127,6/27/2015 12:16,Same Day,0,0,Shipping on time,0
43963,70235,10/22/2017 18:05,Same Day,0,0,Shipping on time,0
43965,17570,9/14/2015 23:12,Same Day,0,0,Shipping on time,0
43966,11933,6/24/2015 16:18,Same Day,0,0,Shipping on time,0
43967,64315,7/28/2017 8:03,Same Day,1,0,Late delivery,1
43968,67212,9/8/2017 15:00,Same Day,0,0,Shipping on time,0
43969,65613,8/16/2017 6:48,Same Day,1,0,Late delivery,1
43972,15209,8/11/2015 12:02,Same Day,0,0,Shipping on time,0
43973,10617,6/5/2015 11:15,Same Day,1,0,Late delivery,1
43975,19535,10/13/2015 15:37,Same Day,0,0,Shipping on time,0
43977,12237,6/29/2015 2:48,Same Day,1,0,Late delivery,1
43979,15843,8/20/2015 18:09,Same Day,0,0,Shipping on time,0
43980,15938,8/22/2015 3:26,Same Day,1,0,Late delivery,1
43981,61778,6/21/2017 7:14,Same Day,1,0,Late delivery,1
43982,63750,7/20/2017 2:06,Same Day,1,0,Late delivery,1
43983,15837,8/20/2015 16:03,Same Day,0,0,Shipping on time,0
43985,64109,7/25/2017 7:53,Same Day,1,0,Late delivery,1
43987,12701,7/5/2015 21:22,Same Day,0,0,Shipping on time,0
43988,63905,7/22/2017 8:25,Same Day,1,0,Late delivery,1
43989,68501,9/27/2017 10:36,Same Day,1,0,Late delivery,1
43990,14926,8/7/2015 8:53,Same Day,1,0,Late delivery,1
43991,11084,6/12/2015 6:52,Same Day,1,0,Late delivery,1
43992,10979,6/10/2015 18:04,Same Day,0,0,Shipping on time,0
43993,15326,8/13/2015 5:01,Same Day,1,0,Late delivery,1
43994,61920,6/23/2017 8:59,Same Day,1,0,Late delivery,1
43995,14052,7/25/2015 14:41,Same Day,0,0,Shipping on time,0
43996,14007,7/24/2015 22:55,Same Day,0,0,Shipping on time,0
43998,70404,10/25/2017 5:18,Same Day,1,0,Late delivery,1
43999,65810,8/19/2017 3:49,Same Day,1,0,Late delivery,1
44002,19299,10/10/2015 4:56,Same Day,1,0,Late delivery,1
44003,68347,9/25/2017 4:38,Same Day,1,0,Late delivery,1
44004,66791,9/2/2017 11:30,Same Day,1,0,Late delivery,1
44005,65299,8/11/2017 16:47,Same Day,0,0,Shipping on time,0
44007,14426,7/31/2015 1:43,Same Day,1,0,Late delivery,1
44008,69194,10/7/2017 13:23,Same Day,0,0,Shipping on time,0
44009,11808,6/22/2015 20:31,Same Day,0,0,Shipping on time,0
44010,18285,9/25/2015 9:41,Same Day,1,0,Late delivery,1
44013,71256,11/6/2017 15:48,Same Day,0,0,Shipping on time,0
44014,18376,9/26/2015 17:34,Same Day,0,0,Shipping on time,0
44015,65812,8/19/2017 4:31,Same Day,1,0,Late delivery,1
44017,11815,6/22/2015 22:58,Same Day,0,0,Shipping on time,0
44019,20182,10/23/2015 2:18,Same Day,1,0,Late delivery,1
44021,19978,10/20/2015 2:49,Same Day,1,0,Late delivery,1
44023,63482,7/16/2017 4:13,Same Day,1,0,Late delivery,1
44025,65777,8/18/2017 16:15,Same Day,0,0,Shipping on time,0
44026,19083,10/7/2015 1:16,Same Day,1,0,Late delivery,1
44029,66083,8/23/2017 3:28,Same Day,1,0,Late delivery,1
44031,65905,8/20/2017 13:06,Same Day,0,0,Shipping on time,0
44033,16991,9/6/2015 12:21,Same Day,0,0,Shipping on time,0
44035,67611,9/14/2017 10:47,Same Day,1,0,Late delivery,1
44038,66860,9/3/2017 11:41,Same Day,1,0,Late delivery,1
44039,64023,7/24/2017 1:45,Same Day,1,0,Late delivery,1
44040,18518,9/28/2015 19:19,Same Day,0,0,Shipping on time,0
44044,19014,10/6/2015 1:06,Same Day,1,0,Late delivery,1
44046,17240,9/10/2015 3:35,Same Day,1,0,Late delivery,1
44047,11905,6/24/2015 6:30,Same Day,1,0,Late delivery,1
44049,11058,6/11/2015 21:45,Same Day,0,0,Shipping on time,0
44051,13746,7/21/2015 3:29,Same Day,1,0,Late delivery,1
44052,63904,7/22/2017 8:04,Same Day,1,0,Late delivery,1
44056,62836,7/6/2017 17:53,Same Day,0,0,Shipping on time,0
44058,66782,9/2/2017 8:21,Same Day,1,0,Late delivery,1
44059,19455,10/12/2015 11:36,Same Day,1,0,Late delivery,1
44067,14191,7/27/2015 15:23,Same Day,0,0,Shipping on time,0
44072,17273,9/10/2015 15:09,Same Day,0,0,Shipping on time,0
44074,15842,8/20/2015 17:48,Same Day,0,0,Shipping on time,0
44076,68989,10/4/2017 13:34,Same Day,0,0,Shipping on time,0
44077,68987,10/4/2017 12:52,Same Day,0,0,Shipping on time,0
44078,69034,10/5/2017 5:20,Same Day,1,0,Late delivery,1
44079,69345,10/9/2017 18:17,Same Day,0,0,Shipping on time,0
44080,69574,10/13/2017 2:31,Same Day,1,0,Late delivery,1
44081,71027,11/3/2017 7:34,Same Day,1,0,Late delivery,1
44082,69507,10/12/2017 3:02,Same Day,1,0,Late delivery,1
44083,16492,8/30/2015 5:31,Same Day,1,0,Late delivery,1
44084,48500,12/9/2016 11:21,Same Day,1,0,Late delivery,1
44085,65908,8/20/2017 14:09,Same Day,0,0,Shipping on time,0
44086,15551,8/16/2015 11:51,Same Day,1,0,Late delivery,1
44087,12772,7/6/2015 22:15,Same Day,0,0,Shipping on time,0
44088,17851,9/19/2015 1:39,Same Day,1,0,Late delivery,1
44093,19658,10/15/2015 10:43,Same Day,1,0,Late delivery,1
44094,14009,7/24/2015 23:37,Same Day,0,0,Shipping on time,0
44097,69168,10/7/2017 4:16,Same Day,1,0,Late delivery,1
44098,69033,10/5/2017 4:59,Same Day,1,0,Late delivery,1
44099,53489,2/20/2017 7:13,Same Day,1,0,Late delivery,1
44100,1182,1/18/2015 17:45,Same Day,0,0,Shipping on time,0
44101,53410,2/19/2017 3:33,Same Day,1,0,Late delivery,1
44102,9544,5/20/2015 19:20,Same Day,0,0,Shipping on time,0
44103,9203,5/15/2015 19:52,Same Day,0,0,Shipping on time,0
44104,53657,2/22/2017 18:05,Same Day,0,0,Shipping on time,0
44105,56866,4/10/2017 14:20,Same Day,0,0,Shipping on time,0
44106,61067,6/10/2017 22:08,Same Day,0,0,Shipping on time,0
44107,52401,2/4/2017 10:03,Same Day,1,0,Late delivery,1
44108,9017,5/13/2015 2:42,Same Day,1,0,Late delivery,1
44109,1930,1/29/2015 15:48,Same Day,0,0,Shipping on time,0
44110,7248,4/17/2015 6:56,Same Day,1,0,Late delivery,1
44111,54471,3/6/2017 15:16,Same Day,0,0,Shipping on time,0
44113,2569,2/7/2015 23:41,Same Day,0,0,Shipping on time,0
44114,9296,5/17/2015 4:27,Same Day,1,0,Late delivery,1
44115,59170,5/14/2017 5:32,Same Day,1,0,Late delivery,1
44116,58508,5/4/2017 13:36,Same Day,0,0,Shipping on time,0
44117,9381,5/18/2015 10:13,Same Day,1,0,Late delivery,1
44120,3049,2/14/2015 23:51,Same Day,0,0,Shipping on time,0
44121,6996,4/13/2015 14:39,Same Day,0,0,Shipping on time,0
44122,3026,2/14/2015 15:47,Same Day,0,0,Shipping on time,0
44123,59348,5/16/2017 19:53,Same Day,0,0,Shipping on time,0
44124,52213,2/1/2017 16:11,Same Day,0,0,Shipping on time,0
44126,55527,3/22/2017 1:13,Same Day,1,0,Late delivery,1
44128,4086,3/2/2015 3:09,Same Day,1,0,Late delivery,1
44129,61055,6/10/2017 17:56,Same Day,0,0,Shipping on time,0
44130,3520,2/21/2015 20:51,Same Day,0,0,Shipping on time,0
44131,53988,2/27/2017 14:03,Same Day,0,0,Shipping on time,0
44132,9070,5/13/2015 21:16,Same Day,0,0,Shipping on time,0
44133,3409,2/20/2015 5:58,Same Day,1,0,Late delivery,1
