Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
40147,8/12/2016 0:55,Second Class,3,2,Late delivery,1
37460,7/6/2016 19:33,Second Class,6,2,Late delivery,1
35121,5/29/2016 16:06,Second Class,2,2,Shipping on time,0
32335,4/23/2016 0:02,Second Class,6,2,Late delivery,1
32175,4/20/2016 15:59,Second Class,6,2,Late delivery,1
38580,7/23/2016 3:56,Second Class,6,2,Late delivery,1
35301,6/1/2016 7:09,Second Class,2,2,Shipping on time,0
37119,6/30/2016 20:05,Second Class,5,2,Late delivery,1
32419,4/23/2016 5:28,Second Class,5,2,Late delivery,1
32091,4/15/2016 10:33,Second Class,2,2,Shipping on time,0
35528,6/6/2016 14:41,Second Class,4,2,Late delivery,1
34754,5/27/2016 7:31,Second Class,5,2,Late delivery,1
35005,5/31/2016 23:27,Second Class,6,2,Late delivery,1
50516,1/9/2017 9:39,Second Class,2,2,Shipping on time,0
41700,9/6/2016 17:01,Second Class,6,2,Late delivery,1
41811,9/4/2016 7:54,Second Class,2,2,Shipping on time,0
49554,12/29/2016 8:37,Second Class,5,2,Late delivery,1
50144,1/6/2017 23:19,Second Class,5,2,Late delivery,1
49647,12/28/2016 17:12,Second Class,3,2,Late delivery,1
43326,9/26/2016 10:40,Second Class,2,2,Shipping on time,0
49403,12/26/2016 3:43,Second Class,4,2,Late delivery,1
50055,1/6/2017 16:08,Second Class,6,2,Late delivery,1
48774,12/17/2016 23:21,Second Class,5,2,Late delivery,1
19079,10/11/2015 11:52,Second Class,5,2,Late delivery,1
45586,10/29/2016 10:27,Second Class,2,2,Shipping on time,0
18633,10/3/2015 23:37,Second Class,4,2,Late delivery,1
62071,6/27/2017 1:53,Second Class,2,2,Shipping on time,0
11214,6/18/2015 16:24,Second Class,5,2,Late delivery,1
65754,8/22/2017 20:12,Second Class,5,2,Late delivery,1
65930,8/26/2017 9:51,Second Class,6,2,Late delivery,1
19400,10/17/2015 4:20,Second Class,6,2,Late delivery,1
66286,8/27/2017 14:35,Second Class,2,2,Shipping on time,0
47809,12/3/2016 21:16,Second Class,5,2,Late delivery,1
41379,9/1/2016 0:33,Second Class,5,2,Late delivery,1
14940,8/13/2015 1:47,Second Class,6,2,Late delivery,1
64874,8/9/2017 23:54,Second Class,5,2,Late delivery,1
65336,8/13/2017 17:45,Second Class,2,2,Shipping on time,0
17190,9/14/2015 22:04,Second Class,6,2,Late delivery,1
62006,6/26/2017 3:06,Second Class,2,2,Shipping on time,0
10954,6/14/2015 21:19,Second Class,5,2,Late delivery,1
63019,7/13/2017 22:00,Second Class,5,2,Late delivery,1
49364,12/26/2016 14:03,Second Class,5,2,Late delivery,1
49365,12/27/2016 14:24,Second Class,6,2,Late delivery,1
59505,5/24/2017 14:54,Second Class,6,2,Late delivery,1
7009,4/18/2015 7:12,Second Class,5,2,Late delivery,1
7236,4/18/2015 14:44,Second Class,2,2,Shipping on time,0
9623,5/25/2015 11:00,Second Class,4,2,Late delivery,1
10147,6/1/2015 2:35,Second Class,3,2,Late delivery,1
8924,5/16/2015 6:07,Second Class,5,2,Late delivery,1
61278,6/17/2017 12:03,Second Class,4,2,Late delivery,1
51657,1/27/2017 1:23,Second Class,3,2,Late delivery,1
1119,1/22/2015 7:41,Second Class,5,2,Late delivery,1
9966,5/28/2015 11:11,Second Class,2,2,Shipping on time,0
5546,3/24/2015 22:39,Second Class,2,2,Shipping on time,0
56985,4/17/2017 20:02,Second Class,6,2,Late delivery,1
3093,2/19/2015 3:15,Second Class,4,2,Late delivery,1
52298,2/6/2017 9:58,Second Class,4,2,Late delivery,1
57265,4/21/2017 22:07,Second Class,6,2,Late delivery,1
8862,5/13/2015 8:24,Second Class,3,2,Late delivery,1
9137,5/17/2015 8:44,Second Class,3,2,Late delivery,1
10080,6/3/2015 3:07,Second Class,6,2,Late delivery,1
23119,12/9/2015 11:15,Second Class,5,2,Late delivery,1
23281,12/8/2015 20:01,Second Class,2,2,Shipping on time,0
30228,3/21/2016 5:51,Second Class,4,2,Late delivery,1
26135,1/23/2016 11:54,Second Class,6,2,Late delivery,1
30983,4/1/2016 6:22,Second Class,4,2,Late delivery,1
27275,2/9/2016 3:17,Second Class,6,2,Late delivery,1
46266,11/8/2016 8:41,Second Class,2,2,Shipping on time,0
31237,4/3/2016 23:21,Second Class,3,2,Late delivery,1
21383,11/13/2015 3:04,Second Class,4,2,Late delivery,1
23864,12/20/2015 8:16,Second Class,5,2,Late delivery,1
44399,10/15/2016 2:35,Second Class,5,2,Late delivery,1
30981,3/30/2016 5:40,Second Class,2,2,Shipping on time,0
43864,10/7/2016 7:09,Second Class,5,2,Late delivery,1
44270,10/14/2016 5:24,Second Class,6,2,Late delivery,1
20330,10/30/2015 18:09,Second Class,6,2,Late delivery,1
44358,10/13/2016 12:13,Second Class,4,2,Late delivery,1
24865,1/4/2016 22:58,Second Class,6,2,Late delivery,1
46239,11/10/2016 23:13,Second Class,5,2,Late delivery,1
33913,5/14/2016 0:53,Second Class,4,2,Late delivery,1
41241,8/27/2016 0:12,Second Class,2,2,Shipping on time,0
36743,6/24/2016 8:21,Second Class,4,2,Late delivery,1
33056,4/29/2016 12:38,Second Class,2,2,Shipping on time,0
38375,7/20/2016 4:07,Second Class,6,2,Late delivery,1
38581,7/19/2016 4:17,Second Class,2,2,Shipping on time,0
37052,6/27/2016 20:36,Second Class,3,2,Late delivery,1
37458,7/4/2016 18:51,Second Class,4,2,Late delivery,1
39873,8/9/2016 0:56,Second Class,4,2,Late delivery,1
38780,7/26/2016 2:00,Second Class,6,2,Late delivery,1
32247,4/18/2016 17:12,Second Class,3,2,Late delivery,1
33878,5/13/2016 12:37,Second Class,4,2,Late delivery,1
33759,5/12/2016 18:55,Second Class,5,2,Late delivery,1
39114,7/29/2016 23:01,Second Class,5,2,Late delivery,1
40885,8/25/2016 19:29,Second Class,6,2,Late delivery,1
47113,11/22/2016 17:25,Second Class,4,2,Late delivery,1
37662,7/6/2016 18:19,Second Class,3,2,Late delivery,1
33857,5/12/2016 5:15,Second Class,3,2,Late delivery,1
38941,7/24/2016 10:24,Second Class,2,2,Shipping on time,0
42571,9/15/2016 10:10,Second Class,2,2,Shipping on time,0
46018,11/6/2016 17:48,Second Class,4,2,Late delivery,1
43507,9/30/2016 2:05,Second Class,3,2,Late delivery,1
50944,1/18/2017 15:36,Second Class,5,2,Late delivery,1
47675,12/2/2016 22:19,Second Class,6,2,Late delivery,1
47252,11/23/2016 18:07,Second Class,3,2,Late delivery,1
43207,9/25/2016 16:59,Second Class,3,2,Late delivery,1
62909,7/12/2017 7:28,Second Class,5,2,Late delivery,1
14223,7/31/2015 14:36,Second Class,4,2,Late delivery,1
62784,7/10/2017 11:40,Second Class,5,2,Late delivery,1
62733,7/8/2017 17:48,Second Class,4,2,Late delivery,1
19609,10/19/2015 5:33,Second Class,5,2,Late delivery,1
17105,9/13/2015 16:17,Second Class,6,2,Late delivery,1
17492,9/16/2015 7:52,Second Class,3,2,Late delivery,1
66532,9/1/2017 4:46,Second Class,3,2,Late delivery,1
63038,7/13/2017 4:40,Second Class,4,2,Late delivery,1
19446,10/13/2015 20:26,Second Class,2,2,Shipping on time,0
13905,7/28/2015 23:11,Second Class,6,2,Late delivery,1
19617,10/17/2015 8:21,Second Class,3,2,Late delivery,1
14578,8/5/2015 18:58,Second Class,4,2,Late delivery,1
67014,9/10/2017 5:38,Second Class,5,2,Late delivery,1
18846,10/5/2015 2:14,Second Class,2,2,Shipping on time,0
16219,8/30/2015 17:53,Second Class,5,2,Late delivery,1
10310,6/6/2015 11:42,Second Class,6,2,Late delivery,1
67848,9/21/2017 9:49,Second Class,4,2,Late delivery,1
67075,9/12/2017 3:00,Second Class,6,2,Late delivery,1
8387,5/6/2015 9:59,Second Class,3,2,Late delivery,1
54938,3/16/2017 22:52,Second Class,4,2,Late delivery,1
59936,5/26/2017 21:54,Second Class,2,2,Shipping on time,0
53320,2/23/2017 8:01,Second Class,6,2,Late delivery,1
5775,4/1/2015 6:53,Second Class,6,2,Late delivery,1
53349,2/22/2017 18:10,Second Class,5,2,Late delivery,1
54880,3/18/2017 2:33,Second Class,6,2,Late delivery,1
2025,2/5/2015 13:05,Second Class,6,2,Late delivery,1
52122,2/2/2017 20:18,Second Class,3,2,Late delivery,1
3054,2/19/2015 13:36,Second Class,5,2,Late delivery,1
55650,3/29/2017 8:19,Second Class,6,2,Late delivery,1
55648,3/27/2017 7:37,Second Class,4,2,Late delivery,1
52386,2/5/2017 16:47,Second Class,2,2,Shipping on time,0
1001,1/17/2015 14:20,Second Class,2,2,Shipping on time,0
53340,2/23/2017 15:01,Second Class,6,2,Late delivery,1
4400,3/12/2015 5:09,Second Class,6,2,Late delivery,1
2076,2/2/2015 6:57,Second Class,2,2,Shipping on time,0
60550,6/8/2017 21:00,Second Class,6,2,Late delivery,1
7362,4/21/2015 10:53,Second Class,3,2,Late delivery,1
5319,3/24/2015 15:07,Second Class,5,2,Late delivery,1
4618,3/13/2015 9:32,Second Class,4,2,Late delivery,1
27804,2/15/2016 20:37,Second Class,5,2,Late delivery,1
20985,11/9/2015 7:37,Second Class,6,2,Late delivery,1
31104,4/4/2016 0:45,Second Class,5,2,Late delivery,1
21315,11/14/2015 3:14,Second Class,6,2,Late delivery,1
51032,1/17/2017 22:25,Second Class,3,2,Late delivery,1
22802,12/2/2015 20:12,Second Class,3,2,Late delivery,1
25673,1/14/2016 18:02,Second Class,4,2,Late delivery,1
45365,10/30/2016 5:01,Second Class,6,2,Late delivery,1
25924,1/19/2016 9:58,Second Class,5,2,Late delivery,1
25784,1/17/2016 8:56,Second Class,5,2,Late delivery,1
22362,11/26/2015 10:03,Second Class,3,2,Late delivery,1
26863,2/1/2016 2:57,Second Class,4,2,Late delivery,1
26281,1/21/2016 15:03,Second Class,2,2,Shipping on time,0
27226,2/4/2016 10:07,Second Class,2,2,Shipping on time,0
23921,12/18/2015 4:14,Second Class,2,2,Shipping on time,0
41550,9/4/2016 12:27,Second Class,6,2,Late delivery,1
28646,2/25/2016 3:37,Second Class,2,2,Shipping on time,0
26213,1/22/2016 15:13,Second Class,4,2,Late delivery,1
27973,2/17/2016 7:50,Second Class,4,2,Late delivery,1
26957,2/1/2016 11:53,Second Class,3,2,Late delivery,1
33678,5/10/2016 14:33,Second Class,4,2,Late delivery,1
32607,4/23/2016 23:20,Second Class,3,2,Late delivery,1
34948,5/29/2016 3:29,Second Class,4,2,Late delivery,1
39288,7/31/2016 11:59,Second Class,4,2,Late delivery,1
36154,6/16/2016 18:00,Second Class,5,2,Late delivery,1
32603,4/24/2016 21:55,Second Class,4,2,Late delivery,1
39133,7/29/2016 5:40,Second Class,4,2,Late delivery,1
33654,5/11/2016 6:08,Second Class,5,2,Late delivery,1
32310,4/22/2016 15:16,Second Class,6,2,Late delivery,1
32898,4/29/2016 5:17,Second Class,4,2,Late delivery,1
33846,5/11/2016 1:24,Second Class,2,2,Shipping on time,0
41068,8/26/2016 11:35,Second Class,4,2,Late delivery,1
34104,5/17/2016 19:48,Second Class,5,2,Late delivery,1
33356,5/3/2016 21:44,Second Class,2,2,Shipping on time,0
34689,5/26/2016 8:45,Second Class,5,2,Late delivery,1
40501,8/16/2016 4:57,Second Class,2,2,Shipping on time,0
36207,6/15/2016 12:34,Second Class,3,2,Late delivery,1
46985,11/22/2016 20:35,Second Class,6,2,Late delivery,1
47183,11/23/2016 17:57,Second Class,4,2,Late delivery,1
45158,10/25/2016 4:30,Second Class,4,2,Late delivery,1
44519,10/16/2016 20:38,Second Class,5,2,Late delivery,1
48872,12/17/2016 9:41,Second Class,3,2,Late delivery,1
12321,7/1/2015 20:14,Second Class,2,2,Shipping on time,0
66759,9/6/2017 12:18,Second Class,5,2,Late delivery,1
11116,6/14/2015 6:04,Second Class,2,2,Shipping on time,0
10997,6/13/2015 12:23,Second Class,3,2,Late delivery,1
13586,7/20/2015 7:25,Second Class,2,2,Shipping on time,0
14407,8/2/2015 7:03,Second Class,3,2,Late delivery,1
64302,7/30/2017 15:30,Second Class,3,2,Late delivery,1
43987,10/7/2016 2:15,Second Class,3,2,Late delivery,1
35603,6/7/2016 16:57,Standard Class,4,4,Shipping on time,0
40683,8/20/2016 20:43,Standard Class,4,4,Shipping on time,0
36383,6/19/2016 2:14,Standard Class,4,4,Shipping on time,0
35425,6/7/2016 2:36,Standard Class,6,4,Late delivery,1
33280,5/6/2016 19:06,Standard Class,6,4,Late delivery,1
35128,5/31/2016 18:33,Standard Class,4,4,Shipping on time,0
31598,4/10/2016 5:50,Standard Class,4,4,Shipping on time,0
39879,8/10/2016 3:02,Standard Class,5,4,Late delivery,1
35320,6/5/2016 13:49,Standard Class,6,4,Late delivery,1
32759,4/28/2016 4:35,Standard Class,5,4,Late delivery,1
32083,4/17/2016 7:45,Standard Class,4,4,Shipping on time,0
34138,5/17/2016 7:42,Standard Class,4,4,Shipping on time,0
39877,8/8/2016 2:20,Standard Class,3,4,Advance shipping,0
36367,6/17/2016 20:37,Standard Class,3,4,Advance shipping,0
36248,6/17/2016 2:56,Standard Class,4,4,Shipping on time,0
36287,6/16/2016 16:36,Standard Class,3,4,Advance shipping,0
35020,6/1/2016 4:42,Standard Class,6,4,Late delivery,1
34711,5/23/2016 16:27,Standard Class,2,4,Advance shipping,0
32458,4/22/2016 19:07,Standard Class,4,4,Shipping on time,0
32484,4/24/2016 4:14,Standard Class,5,4,Late delivery,1
38575,7/23/2016 2:11,Standard Class,6,4,Late delivery,1
32799,4/28/2016 18:36,Standard Class,5,4,Late delivery,1
40266,8/12/2016 18:37,Standard Class,2,4,Advance shipping,0
31752,4/11/2016 11:47,Standard Class,3,4,Advance shipping,0
38048,7/13/2016 9:33,Standard Class,4,4,Shipping on time,0
34616,5/22/2016 7:10,Standard Class,2,4,Advance shipping,0
39028,7/27/2016 16:53,Standard Class,4,4,Shipping on time,0
33978,5/14/2016 23:39,Standard Class,4,4,Shipping on time,0
37740,7/10/2016 21:39,Standard Class,6,4,Late delivery,1
40227,8/13/2016 4:57,Standard Class,3,4,Advance shipping,0
33693,5/10/2016 19:48,Standard Class,4,4,Shipping on time,0
40205,8/15/2016 21:15,Standard Class,6,4,Late delivery,1
35922,6/11/2016 8:43,Standard Class,3,4,Advance shipping,0
39254,8/1/2016 0:04,Standard Class,5,4,Late delivery,1
40988,8/25/2016 7:34,Standard Class,4,4,Shipping on time,0
40088,8/12/2016 4:15,Standard Class,4,4,Shipping on time,0
40042,8/10/2016 12:08,Standard Class,3,4,Advance shipping,0
33599,5/10/2016 10:52,Standard Class,5,4,Late delivery,1
39180,7/31/2016 22:08,Standard Class,6,4,Late delivery,1
49953,1/3/2017 4:24,Standard Class,4,4,Shipping on time,0
43460,10/2/2016 9:37,Standard Class,6,4,Late delivery,1
33589,5/10/2016 7:22,Standard Class,5,4,Late delivery,1
36672,6/22/2016 7:29,Standard Class,3,4,Advance shipping,0
35187,5/31/2016 15:13,Standard Class,3,4,Advance shipping,0
36136,6/13/2016 11:42,Standard Class,2,4,Advance shipping,0
40553,8/18/2016 23:10,Standard Class,4,4,Shipping on time,0
39226,7/28/2016 14:15,Standard Class,2,4,Advance shipping,0
40540,8/20/2016 18:37,Standard Class,6,4,Late delivery,1
32181,4/16/2016 18:05,Standard Class,2,4,Advance shipping,0
39211,7/28/2016 9:00,Standard Class,2,4,Advance shipping,0
40633,8/20/2016 3:11,Standard Class,4,4,Shipping on time,0
39981,8/8/2016 14:46,Standard Class,2,4,Advance shipping,0
36457,6/19/2016 4:09,Standard Class,3,4,Advance shipping,0
36706,6/21/2016 19:23,Standard Class,2,4,Advance shipping,0
32395,4/23/2016 21:03,Standard Class,6,4,Late delivery,1
40853,8/23/2016 8:16,Standard Class,4,4,Shipping on time,0
36357,6/17/2016 17:07,Standard Class,3,4,Advance shipping,0
34829,5/28/2016 9:47,Standard Class,5,4,Late delivery,1
31990,4/17/2016 23:10,Standard Class,6,4,Late delivery,1
34696,5/23/2016 11:12,Standard Class,2,4,Advance shipping,0
31688,4/11/2016 13:22,Standard Class,4,4,Shipping on time,0
34157,5/16/2016 14:22,Standard Class,3,4,Advance shipping,0
34079,5/17/2016 11:02,Standard Class,5,4,Late delivery,1
34229,5/19/2016 15:35,Standard Class,5,4,Late delivery,1
37043,6/28/2016 17:27,Standard Class,4,4,Shipping on time,0
33093,5/2/2016 1:36,Standard Class,4,4,Shipping on time,0
34458,5/21/2016 23:49,Standard Class,4,4,Shipping on time,0
32664,4/26/2016 19:18,Standard Class,5,4,Late delivery,1
39984,8/11/2016 15:49,Standard Class,5,4,Late delivery,1
33945,5/16/2016 12:05,Standard Class,6,4,Late delivery,1
32800,4/29/2016 18:57,Standard Class,6,4,Late delivery,1
32454,4/23/2016 17:43,Standard Class,5,4,Late delivery,1
35793,6/10/2016 11:31,Standard Class,4,4,Shipping on time,0
33646,5/8/2016 3:20,Standard Class,2,4,Advance shipping,0
40986,8/23/2016 6:52,Standard Class,2,4,Advance shipping,0
32939,4/30/2016 19:38,Standard Class,5,4,Late delivery,1
36595,6/24/2016 4:30,Standard Class,6,4,Late delivery,1
35067,5/29/2016 21:10,Standard Class,3,4,Advance shipping,0
38764,7/24/2016 20:24,Standard Class,5,4,Late delivery,1
46856,11/16/2016 23:23,Standard Class,2,4,Advance shipping,0
47744,12/2/2016 22:29,Standard Class,5,4,Late delivery,1
46689,11/17/2016 12:53,Standard Class,5,4,Late delivery,1
46646,11/13/2016 21:49,Standard Class,2,4,Advance shipping,0
43078,9/24/2016 19:47,Standard Class,4,4,Shipping on time,0
43523,10/1/2016 7:41,Standard Class,4,4,Shipping on time,0
48548,12/13/2016 16:10,Standard Class,4,4,Shipping on time,0
44648,10/17/2016 17:49,Standard Class,4,4,Shipping on time,0
16414,9/2/2015 14:12,Standard Class,5,4,Late delivery,1
47510,11/30/2016 12:31,Standard Class,6,4,Late delivery,1
18238,9/28/2015 5:14,Standard Class,4,4,Shipping on time,0
66116,8/25/2017 3:01,Standard Class,2,4,Advance shipping,0
12134,7/2/2015 2:43,Standard Class,5,4,Late delivery,1
19936,10/21/2015 0:07,Standard Class,2,4,Advance shipping,0
17831,9/20/2015 6:38,Standard Class,2,4,Advance shipping,0
19050,10/12/2015 1:42,Standard Class,6,4,Late delivery,1
14181,7/28/2015 23:53,Standard Class,2,4,Advance shipping,0
67463,9/15/2017 18:56,Standard Class,4,4,Shipping on time,0
62481,7/3/2017 1:31,Standard Class,2,4,Advance shipping,0
10373,6/5/2015 9:46,Standard Class,4,4,Shipping on time,0
65666,8/18/2017 13:22,Standard Class,2,4,Advance shipping,0
44761,10/17/2016 9:25,Standard Class,2,4,Advance shipping,0
16147,8/27/2015 16:39,Standard Class,3,4,Advance shipping,0
20046,10/22/2015 14:39,Standard Class,2,4,Advance shipping,0
10547,6/6/2015 22:44,Standard Class,3,4,Advance shipping,0
17504,9/18/2015 12:04,Standard Class,5,4,Late delivery,1
18496,9/29/2015 23:37,Standard Class,2,4,Advance shipping,0
18252,9/27/2015 10:08,Standard Class,3,4,Advance shipping,0
50898,1/16/2017 23:29,Standard Class,4,4,Shipping on time,0
16406,8/30/2015 11:24,Standard Class,2,4,Advance shipping,0
45130,10/26/2016 18:41,Standard Class,6,4,Late delivery,1
62118,6/29/2017 18:21,Standard Class,4,4,Shipping on time,0
19713,10/19/2015 17:59,Standard Class,4,4,Shipping on time,0
63558,7/20/2017 18:50,Standard Class,4,4,Shipping on time,0
67962,9/22/2017 1:45,Standard Class,3,4,Advance shipping,0
12541,7/5/2015 1:19,Standard Class,2,4,Advance shipping,0
64484,8/4/2017 7:16,Standard Class,5,4,Late delivery,1
17911,9/21/2015 10:40,Standard Class,2,4,Advance shipping,0
11657,6/23/2015 3:36,Standard Class,3,4,Advance shipping,0
68665,10/5/2017 8:03,Standard Class,6,4,Late delivery,1
65503,8/18/2017 4:16,Standard Class,4,4,Shipping on time,0
66975,9/10/2017 15:58,Standard Class,6,4,Late delivery,1
19369,10/15/2015 17:28,Standard Class,5,4,Late delivery,1
14091,7/27/2015 16:21,Standard Class,2,4,Advance shipping,0
16202,8/28/2015 11:55,Standard Class,3,4,Advance shipping,0
14851,8/7/2015 18:36,Standard Class,2,4,Advance shipping,0
2715,2/15/2015 14:50,Standard Class,6,4,Late delivery,1
51568,1/26/2017 18:13,Standard Class,4,4,Shipping on time,0
59278,5/19/2017 7:22,Standard Class,4,4,Shipping on time,0
58809,5/13/2017 11:03,Standard Class,5,4,Late delivery,1
1819,2/1/2015 12:55,Standard Class,5,4,Late delivery,1
6412,4/7/2015 14:03,Standard Class,3,4,Advance shipping,0
57483,4/23/2017 2:30,Standard Class,4,4,Shipping on time,0
1880,2/3/2015 10:17,Standard Class,6,4,Late delivery,1
55907,3/30/2017 2:21,Standard Class,3,4,Advance shipping,0
4346,3/7/2015 10:14,Standard Class,2,4,Advance shipping,0
7633,4/26/2015 9:49,Standard Class,4,4,Shipping on time,0
5567,3/26/2015 6:01,Standard Class,3,4,Advance shipping,0
57067,4/16/2017 0:45,Standard Class,3,4,Advance shipping,0
8145,5/5/2015 21:12,Standard Class,6,4,Late delivery,1
3493,2/24/2015 23:24,Standard Class,4,4,Shipping on time,0
141,1/5/2015 1:02,Standard Class,2,4,Advance shipping,0
54045,3/5/2017 22:01,Standard Class,6,4,Late delivery,1
2999,2/18/2015 18:19,Standard Class,5,4,Late delivery,1
51841,1/28/2017 17:51,Standard Class,2,4,Advance shipping,0
502,1/11/2015 7:31,Standard Class,3,4,Advance shipping,0
52835,2/16/2017 6:06,Standard Class,6,4,Late delivery,1
4262,3/7/2015 4:49,Standard Class,3,4,Advance shipping,0
54065,3/6/2017 5:01,Standard Class,6,4,Late delivery,1
59460,5/23/2017 23:08,Standard Class,6,4,Late delivery,1
21051,11/6/2015 6:45,Standard Class,2,4,Advance shipping,0
49747,12/30/2016 4:14,Standard Class,3,4,Advance shipping,0
30752,3/27/2016 21:26,Standard Class,3,4,Advance shipping,0
26353,1/24/2016 16:16,Standard Class,4,4,Shipping on time,0
28864,3/2/2016 7:59,Standard Class,5,4,Late delivery,1
26685,1/31/2016 12:35,Standard Class,6,4,Late delivery,1
29103,3/4/2016 19:43,Standard Class,4,4,Shipping on time,0
49728,12/30/2016 21:34,Standard Class,4,4,Shipping on time,0
26330,1/26/2016 8:13,Standard Class,6,4,Late delivery,1
24882,1/2/2016 4:55,Standard Class,3,4,Advance shipping,0
30435,3/26/2016 6:23,Standard Class,6,4,Late delivery,1
44199,10/12/2016 4:31,Standard Class,5,4,Late delivery,1
24403,12/27/2015 5:06,Standard Class,4,4,Shipping on time,0
23570,12/17/2015 1:16,Standard Class,6,4,Late delivery,1
29123,3/5/2016 2:44,Standard Class,4,4,Shipping on time,0
41514,9/2/2016 23:51,Standard Class,5,4,Late delivery,1
43709,10/5/2016 0:51,Standard Class,5,4,Late delivery,1
30655,3/29/2016 11:27,Standard Class,6,4,Late delivery,1
42455,9/17/2016 17:31,Standard Class,6,4,Late delivery,1
20890,11/7/2015 22:20,Standard Class,6,4,Late delivery,1
45003,10/22/2016 22:12,Standard Class,4,4,Shipping on time,0
25479,1/12/2016 22:04,Standard Class,5,4,Late delivery,1
43274,9/28/2016 16:27,Standard Class,5,4,Late delivery,1
26854,2/1/2016 23:48,Standard Class,5,4,Late delivery,1
26730,2/1/2016 4:21,Standard Class,6,4,Late delivery,1
28142,2/18/2016 19:02,Standard Class,3,4,Advance shipping,0
23525,12/16/2015 9:30,Standard Class,6,4,Late delivery,1
24773,1/1/2016 14:44,Standard Class,4,4,Shipping on time,0
24321,12/24/2015 0:22,Standard Class,2,4,Advance shipping,0
37952,7/10/2016 23:55,Standard Class,3,4,Advance shipping,0
34660,5/26/2016 22:35,Standard Class,6,4,Late delivery,1
39411,7/31/2016 7:04,Standard Class,2,4,Advance shipping,0
40741,8/19/2016 17:02,Standard Class,2,4,Advance shipping,0
37720,7/10/2016 14:38,Standard Class,6,4,Late delivery,1
32544,4/25/2016 1:15,Standard Class,5,4,Late delivery,1
33550,5/10/2016 17:42,Standard Class,6,4,Late delivery,1
40379,8/17/2016 10:12,Standard Class,5,4,Late delivery,1
37808,7/9/2016 21:28,Standard Class,4,4,Shipping on time,0
32999,5/1/2016 16:40,Standard Class,5,4,Late delivery,1
35093,5/31/2016 6:17,Standard Class,4,4,Shipping on time,0
31746,4/10/2016 9:41,Standard Class,2,4,Advance shipping,0
31961,4/13/2016 13:00,Standard Class,2,4,Advance shipping,0
37422,7/3/2016 6:14,Standard Class,3,4,Advance shipping,0
36535,6/23/2016 7:29,Standard Class,6,4,Late delivery,1
32726,4/24/2016 17:01,Standard Class,2,4,Advance shipping,0
37451,7/2/2016 16:24,Standard Class,2,4,Advance shipping,0
39690,8/8/2016 8:49,Standard Class,6,4,Late delivery,1
37419,7/5/2016 5:11,Standard Class,5,4,Late delivery,1
38969,7/27/2016 20:13,Standard Class,5,4,Late delivery,1
34731,5/23/2016 23:27,Standard Class,2,4,Advance shipping,0
32179,4/19/2016 17:23,Standard Class,5,4,Late delivery,1
37008,6/28/2016 5:12,Standard Class,4,4,Shipping on time,0
40876,8/21/2016 16:19,Standard Class,2,4,Advance shipping,0
33294,5/6/2016 0:01,Standard Class,5,4,Late delivery,1
38215,7/17/2016 20:03,Standard Class,6,4,Late delivery,1
36859,6/27/2016 0:59,Standard Class,5,4,Late delivery,1
35449,6/6/2016 11:00,Standard Class,5,4,Late delivery,1
38163,7/15/2016 1:50,Standard Class,4,4,Shipping on time,0
38543,7/20/2016 14:58,Standard Class,4,4,Shipping on time,0
35041,5/28/2016 12:04,Standard Class,2,4,Advance shipping,0
49259,12/25/2016 1:16,Standard Class,5,4,Late delivery,1
44867,10/19/2016 22:33,Standard Class,3,4,Advance shipping,0
41840,9/8/2016 18:03,Standard Class,6,4,Late delivery,1
48834,12/18/2016 20:22,Standard Class,5,4,Late delivery,1
49950,1/5/2017 3:21,Standard Class,6,4,Late delivery,1
49132,12/21/2016 4:46,Standard Class,3,4,Advance shipping,0
42548,9/17/2016 2:06,Standard Class,4,4,Shipping on time,0
16375,9/3/2015 0:32,Standard Class,6,4,Late delivery,1
65028,8/11/2017 5:51,Standard Class,4,4,Shipping on time,0
62941,7/9/2017 18:41,Standard Class,2,4,Advance shipping,0
49840,1/3/2017 12:49,Standard Class,6,4,Late delivery,1
14266,7/30/2015 5:39,Standard Class,2,4,Advance shipping,0
20222,10/26/2015 4:19,Standard Class,3,4,Advance shipping,0
47333,11/25/2016 22:30,Standard Class,4,4,Shipping on time,0
67023,9/9/2017 8:47,Standard Class,4,4,Shipping on time,0
11239,6/19/2015 1:10,Standard Class,5,4,Late delivery,1
14244,8/1/2015 21:57,Standard Class,5,4,Late delivery,1
16799,9/8/2015 5:05,Standard Class,5,4,Late delivery,1
48211,12/6/2016 18:06,Standard Class,2,4,Advance shipping,0
46857,11/17/2016 23:44,Standard Class,3,4,Advance shipping,0
66361,8/28/2017 16:51,Standard Class,2,4,Advance shipping,0
12567,7/6/2015 10:25,Standard Class,3,4,Advance shipping,0
10686,6/7/2015 23:25,Standard Class,2,4,Advance shipping,0
61726,6/22/2017 1:01,Standard Class,2,4,Advance shipping,0
47432,11/26/2016 9:11,Standard Class,3,4,Advance shipping,0
61769,6/25/2017 16:04,Standard Class,5,4,Late delivery,1
67992,9/22/2017 12:16,Standard Class,3,4,Advance shipping,0
65197,8/12/2017 17:03,Standard Class,3,4,Advance shipping,0
14385,8/4/2015 23:21,Standard Class,6,4,Late delivery,1
10383,6/5/2015 13:16,Standard Class,4,4,Shipping on time,0
49082,12/20/2016 11:15,Standard Class,3,4,Advance shipping,0
